date,createdAt,timestamp,context,value
2023-11-23 20:17:20.949000-05:00,1700788640949,1700788640949,{},22.25
2023-11-23 20:17:17.440000-05:00,1700788637440,1700788637440,{},22.5
2023-11-23 20:17:13.933000-05:00,1700788633933,1700788633933,{},22.5
2023-11-23 20:17:06.919000-05:00,1700788626919,1700788626919,{},22.25
2023-11-23 20:17:03.430000-05:00,1700788623430,1700788623430,{},22.5
2023-11-23 20:16:56.406000-05:00,1700788616406,1700788616406,{},22.5
2023-11-23 20:16:52.913000-05:00,1700788612913,1700788612913,{},22.25
2023-11-23 20:16:49.409000-05:00,1700788609409,1700788609409,{},22.5
2023-11-23 20:16:42.390000-05:00,1700788602390,1700788602390,{},22.0
2023-11-23 20:16:38.898000-05:00,1700788598898,1700788598898,{},22.5
2023-11-23 20:16:35.392000-05:00,1700788595392,1700788595392,{},22.5
2023-11-23 20:16:31.877000-05:00,1700788591877,1700788591877,{},22.25
2023-11-23 20:16:28.374000-05:00,1700788588374,1700788588374,{},22.5
2023-11-23 20:16:21.368000-05:00,1700788581368,1700788581368,{},22.25
2023-11-23 20:16:17.866000-05:00,1700788577866,1700788577866,{},22.0
2023-11-23 20:16:14.359000-05:00,1700788574359,1700788574359,{},22.5
2023-11-23 20:16:10.852000-05:00,1700788570852,1700788570852,{},22.25
2023-11-23 20:16:07.361000-05:00,1700788567361,1700788567361,{},22.25
2023-11-23 20:16:00.345000-05:00,1700788560345,1700788560345,{},22.25
2023-11-23 20:15:56.842000-05:00,1700788556842,1700788556842,{},22.5
2023-11-23 20:15:53.332000-05:00,1700788553332,1700788553332,{},22.5
2023-11-23 20:15:49.832000-05:00,1700788549832,1700788549832,{},22.5
2023-11-23 20:15:42.825000-05:00,1700788542825,1700788542825,{},22.75
2023-11-23 20:15:39.333000-05:00,1700788539333,1700788539333,{},22.5
2023-11-23 20:15:35.843000-05:00,1700788535843,1700788535843,{},22.5
2023-11-23 20:15:32.314000-05:00,1700788532314,1700788532314,{},22.5
2023-11-23 20:15:28.805000-05:00,1700788528805,1700788528805,{},22.5
2023-11-23 20:15:25.303000-05:00,1700788525303,1700788525303,{},22.5
2023-11-23 20:15:21.796000-05:00,1700788521796,1700788521796,{},22.25
2023-11-23 20:15:18.298000-05:00,1700788518298,1700788518298,{},22.5
2023-11-23 20:15:14.795000-05:00,1700788514795,1700788514795,{},22.5
2023-11-23 20:15:11.289000-05:00,1700788511289,1700788511289,{},22.25
2023-11-23 20:15:07.785000-05:00,1700788507785,1700788507785,{},22.25
2023-11-23 20:15:04.280000-05:00,1700788504280,1700788504280,{},22.5
2023-11-23 20:14:57.272000-05:00,1700788497272,1700788497272,{},22.25
2023-11-23 20:14:53.768000-05:00,1700788493768,1700788493768,{},22.25
2023-11-23 20:14:50.265000-05:00,1700788490265,1700788490265,{},22.0
2023-11-23 20:14:46.776000-05:00,1700788486776,1700788486776,{},22.0
2023-11-23 20:14:39.764000-05:00,1700788479764,1700788479764,{},22.25
2023-11-23 20:14:36.252000-05:00,1700788476252,1700788476252,{},22.25
2023-11-23 20:14:32.743000-05:00,1700788472743,1700788472743,{},22.5
